VIN,TrainID,Cabin,Seat,Transit
BBA00000000022099,TR65,T965,A1,None
BBA00000000022101,TR65,T965,A2,None
BBA00000000022107,TR65,T965,A3,None
BBA00000000022109,TR65,T965,A4,None
BBA00000000022111,TR65,T965,A5,None
BBA00000000022118,TR65,T965,B1,None
BBA00000000022115,TR65,T965,B2,None
BBA00000000022120,TR65,T965,B3,None
BBA00000000022122,TR65,T965,B4,None
BBA00000000022105,TR65,T965,B5,None
BBA00000000022124,TR65,T966,A1,None
BBA00000000022135,TR65,T966,A2,None
BBA00000000022136,TR65,T966,A3,None
BBA00000000022138,TR65,T966,A4,None
BBA00000000022139,TR65,T966,A5,None
BBA00000000022140,TR65,T966,B1,None
BBA00000000022141,TR65,T966,B2,None
BBA00000000022144,TR65,T966,B3,None
BBA00000000022145,TR65,T966,B4,None
BBA00000000022131,TR65,T966,B5,None
BBA00000000022150,TR65,T967,A1,None
BBA00000000022156,TR65,T967,A2,None
BBA00000000022163,TR65,T967,A3,None
BBA00000000022164,TR65,T967,A4,None
BBA00000000022165,TR65,T967,A5,None
BBA00000000022169,TR65,T967,B1,None
BBA00000000022167,TR65,T967,B2,None
BBA00000000022170,TR65,T967,B3,None
BBA00000000022171,TR65,T967,B4,None
BBA00000000022151,TR65,T967,B5,None
BBA00000000022176,TR65,T968,A1,None
BBA00000000022179,TR65,T968,A2,None
BBA00000000022180,TR65,T968,A3,None
BBA00000000022181,TR65,T968,A4,None
BBA00000000022182,TR65,T968,A5,None
BBA00000000022183,TR65,T968,B1,None
BBA00000000022186,TR65,T968,B2,None
BBA00000000022187,TR65,T968,B3,None
BBA00000000022188,TR65,T968,B4,None
BBA00000000022175,TR65,T968,B5,None
BBA00000000022203,TR65,T969,A1,None
BBA00000000022204,TR65,T969,A2,None
BBA00000000022205,TR65,T969,A3,None
BBA00000000022208,TR65,T969,A4,None
BBA00000000022209,TR65,T969,A5,None
BBA00000000022217,TR65,T969,B1,None
BBA00000000022210,TR65,T969,B2,None
BBA00000000022212,TR65,T969,B3,None
BBA00000000022218,TR65,T969,B4,None
BBA00000000022190,TR65,T969,B5,None
BBA00000000022220,TR65,T970,A1,None
BBA00000000022224,TR65,T970,A2,None
BBA00000000022227,TR65,T970,A3,None
BBA00000000022228,TR65,T970,A4,None
BBA00000000022231,TR65,T970,A5,None
BBA00000000022238,TR65,T970,B1,None
BBA00000000022239,TR65,T970,B2,None
BBA00000000022246,TR65,T970,B3,None
BBA00000000022248,TR65,T970,B4,None
BBA00000000022219,TR65,T970,B5,None
BBA00000000022250,TR65,T971,A1,None
BBA00000000022256,TR65,T971,A2,None
BBA00000000022260,TR65,T971,A3,None
BBA00000000022262,TR65,T971,A4,None
BBA00000000022263,TR65,T971,A5,None
BBA00000000022266,TR65,T971,B1,None
BBA00000000022267,TR65,T971,B2,None
BBA00000000022268,TR65,T971,B3,None
BBA00000000022269,TR65,T971,B4,None
BBA00000000022258,TR65,T971,B5,None
BBA00000000022270,TR65,T972,A1,None
BBA00000000022272,TR65,T972,A2,None
BBA00000000022275,TR65,T972,A3,None
BBA00000000022277,TR65,T972,A4,None
BBA00000000022278,TR65,T972,A5,None
BBA00000000022279,TR65,T972,B1,None
BBA00000000022283,TR65,T972,B2,None
BBA00000000022284,TR65,T972,B3,None
BBA00000000022285,TR65,T972,B4,None
BBA00000000022273,TR65,T972,B5,None
BBA00000000022288,TR65,T973,A1,None
BBA00000000022290,TR65,T973,A2,None
BBA00000000022296,TR65,T973,A3,None
BBA00000000022297,TR65,T973,A4,None
BBA00000000022299,TR65,T973,A5,None
BBA00000000022303,TR65,T973,B1,None
BBA00000000022305,TR65,T973,B2,None
BBA00000000022306,TR65,T973,B3,None
BBA00000000022309,TR65,T973,B4,None
BBA00000000022287,TR65,T973,B5,None
BBA00000000022312,TR65,T974,A1,None
BBA00000000022313,TR65,T974,A2,None
BBA00000000022314,TR65,T974,A3,None
BBA00000000022315,TR65,T974,A4,None
BBA00000000022317,TR65,T974,A5,None
BBA00000000022318,TR65,T974,B1,None
BBA00000000022320,TR65,T974,B2,None
BBA00000000022321,TR65,T974,B3,None
BBA00000000022322,TR65,T974,B4,None
BBA00000000022311,TR65,T974,B5,None
BBA00000000022326,TR65,T975,A1,None
BBA00000000022327,TR65,T975,A2,None
BBA00000000022332,TR65,T975,A3,None
BBA00000000022333,TR65,T975,A4,None
BBA00000000022334,TR65,T975,A5,None
BBA00000000022336,TR65,T975,B1,None
BBA00000000022341,TR65,T975,B2,None
BBA00000000022342,TR65,T975,B3,None
BBA00000000022343,TR65,T975,B4,None
BBA00000000022324,TR65,T975,B5,None
BBA00000000038445,TR65,D922,A1,None
BBA00000000038446,TR65,D922,A2,None
BBA00000000049816,TR65,D922,A3,None
BBA00000000049820,TR65,D922,A4,None
BBA00000000049821,TR65,D922,A5,None
BBA00000000038455,TR65,D922,B1,None
BBA00000000038457,TR65,D922,B2,None
BBA00000000049844,TR65,D922,B3,None
BBA00000000049852,TR65,D922,B4,None
BBA00000000038458,TR65,D922,B5,None
BBA00000000038464,TR65,D923,A1,None
BBA00000000038465,TR65,D923,A2,None
BBA00000000049853,TR65,D923,A3,None
BBA00000000049860,TR65,D923,A4,None
BBA00000000049861,TR65,D923,A5,None
BBA00000000038471,TR65,D923,B1,None
BBA00000000038474,TR65,D923,B2,None
BBA00000000049862,TR65,D923,B3,None
BBA00000000049867,TR65,D923,B4,None
BBA00000000038476,TR65,D923,B5,None
BBA00000000038482,TR65,D924,A1,None
BBA00000000038484,TR65,D924,A2,None
BBA00000000049869,TR65,D924,A3,None
BBA00000000049882,TR65,D924,A4,None
BBA00000000049889,TR65,D924,A5,None
BBA00000000038487,TR65,D924,B1,None
BBA00000000038489,TR65,D924,B2,None
BBA00000000049891,TR65,D924,B3,None
BBA00000000049892,TR65,D924,B4,None
BBA00000000038490,TR65,D924,B5,None
BBA00000000038493,TR65,D925,A1,None
BBA00000000038496,TR65,D925,A2,None
BBA00000000049893,TR65,D925,A3,None
BBA00000000049905,TR65,D925,A4,None
BBA00000000049906,TR65,D925,A5,None
BBA00000000038502,TR65,D925,B1,None
BBA00000000038508,TR65,D925,B2,None
BBA00000000049911,TR65,D925,B3,None
BBA00000000049912,TR65,D925,B4,None
BBA00000000038509,TR65,D925,B5,None
BBA00000000038519,TR65,D926,A1,None
BBA00000000038520,TR65,D926,A2,None
BBA00000000049913,TR65,D926,A3,None
BBA00000000049915,TR65,D926,A4,None
BBA00000000049916,TR65,D926,A5,None
BBA00000000038521,TR65,D926,B1,None
BBA00000000038522,TR65,D926,B2,None
BBA00000000049928,TR65,D926,B3,None
BBA00000000049930,TR65,D926,B4,None
BBA00000000038530,TR65,D926,B5,None
BBA00000000038533,TR65,D927,A1,None
BBA00000000038535,TR65,D927,A2,None
BBA00000000049937,TR65,D927,A3,None
BBA00000000049938,TR65,D927,A4,None
BBA00000000049944,TR65,D927,A5,None
BBA00000000038539,TR65,D927,B1,None
BBA00000000038540,TR65,D927,B2,None
BBA00000000049947,TR65,D927,B3,None
BBA00000000049950,TR65,D927,B4,None
BBA00000000038545,TR65,D927,B5,None
BBA00000000038548,TR65,D928,A1,None
BBA00000000038556,TR65,D928,A2,None
BBA00000000049958,TR65,D928,A3,None
BBA00000000049968,TR65,D928,A4,None
BBA00000000049969,TR65,D928,A5,None
BBA00000000038558,TR65,D928,B1,None
BBA00000000038568,TR65,D928,B2,None
BBA00000000049971,TR65,D928,B3,None
BBA00000000049973,TR65,D928,B4,None
BBA00000000038572,TR65,D928,B5,None
BBA00000000038575,TR65,D929,A1,None
BBA00000000038585,TR65,D929,A2,None
BBA00000000049976,TR65,D929,A3,None
BBA00000000049977,TR65,D929,A4,None
BBA00000000049980,TR65,D929,A5,None
BBA00000000038586,TR65,D929,B1,None
BBA00000000038593,TR65,D929,B2,None
BBA00000000049981,TR65,D929,B3,None
BBA00000000049986,TR65,D929,B4,None
BBA00000000038595,TR65,D929,B5,None
BBA00000000038597,TR65,D930,A1,None
BBA00000000038603,TR65,D930,A2,None
BBA00000000049993,TR65,D930,A3,None
BBA00000000049999,TR65,D930,A4,None
BBA00000000050005,TR65,D930,A5,None
BBA00000000038606,TR65,D930,B1,None
BBA00000000038607,TR65,D930,B2,None
BBA00000000050013,TR65,D930,B3,None
BBA00000000050019,TR65,D930,B4,None
BBA00000000038612,TR65,D930,B5,None
BBA00000000038614,TR65,D931,A1,None
BBA00000000038616,TR65,D931,A2,None
BBA00000000050023,TR65,D931,A3,None
BBA00000000050029,TR65,D931,A4,None
BBA00000000050039,TR65,D931,A5,None
BBA00000000038619,TR65,D931,B1,None
BBA00000000038622,TR65,D931,B2,None
BBA00000000050040,TR65,D931,B3,None
BBA00000000050041,TR65,D931,B4,None
BBA00000000038626,TR65,D931,B5,None
BBA00000000038633,TR65,D932,A1,None
BBA00000000038639,TR65,D932,A2,None
BBA00000000050046,TR65,D932,A3,None
BBA00000000050048,TR65,D932,A4,None
BBA00000000050049,TR65,D932,A5,None
BBA00000000038641,TR65,D932,B1,None
BBA00000000038647,TR65,D932,B2,None
BBA00000000050054,TR65,D932,B3,None
BBA00000000050055,TR65,D932,B4,None
BBA00000000038651,TR65,D932,B5,None
BBA00000000038656,TR65,D933,A1,None
BBA00000000038658,TR65,D933,A2,None
BBA00000000050058,TR65,D933,A3,None
BBA00000000050065,TR65,D933,A4,None
BBA00000000050069,TR65,D933,A5,None
BBA00000000038662,TR65,D933,B1,None
BBA00000000038663,TR65,D933,B2,None
BBA00000000050071,TR65,D933,B3,None
BBA00000000050072,TR65,D933,B4,None
BBA00000000038665,TR65,D933,B5,None
BBA00000000038666,TR65,D934,A1,None
BBA00000000038667,TR65,D934,A2,None
BBA00000000050073,TR65,D934,A3,None
BBA00000000050076,TR65,D934,A4,None
BBA00000000050078,TR65,D934,A5,None
BBA00000000038669,TR65,D934,B1,None
BBA00000000038675,TR65,D934,B2,None
BBA00000000050083,TR65,D934,B3,None
BBA00000000050085,TR65,D934,B4,None
BBA00000000038676,TR65,D934,B5,None
BBA00000000038677,TR65,D935,A1,None
BBA00000000038683,TR65,D935,A2,None
BBA00000000050092,TR65,D935,A3,None
BBA00000000050093,TR65,D935,A4,None
BBA00000000050096,TR65,D935,A5,None
BBA00000000038699,TR65,D935,B1,None
BBA00000000038702,TR65,D935,B2,None
BBA00000000050097,TR65,D935,B3,None
BBA00000000050100,TR65,D935,B4,None
BBA00000000038703,TR65,D935,B5,None
BBA00000000038706,TR65,D936,A1,None
BBA00000000038708,TR65,D936,A2,None
BBA00000000050106,TR65,D936,A3,None
BBA00000000050112,TR65,D936,A4,None
BBA00000000050117,TR65,D936,A5,None
BBA00000000038711,TR65,D936,B1,None
BBA00000000038732,TR65,D936,B2,None
BBA00000000050118,TR65,D936,B3,None
BBA00000000050125,TR65,D936,B4,None
BBA00000000038734,TR65,D936,B5,None
BBA00000000038740,TR65,D937,A1,None
BBA00000000038743,TR65,D937,A2,None
BBA00000000050127,TR65,D937,A3,None
BBA00000000050131,TR65,D937,A4,None
BBA00000000050133,TR65,D937,A5,None
BBA00000000038747,TR65,D937,B1,None
BBA00000000038752,TR65,D937,B2,None
BBA00000000050137,TR65,D937,B3,None
BBA00000000050140,TR65,D937,B4,None
BBA00000000038758,TR65,D937,B5,None
BBA00000000022345,TR66,T976,A1,None
BBA00000000022346,TR66,T976,A2,None
BBA00000000022347,TR66,T976,A3,None
BBA00000000022349,TR66,T976,A4,None
BBA00000000022350,TR66,T976,A5,None
BBA00000000022354,TR66,T976,B1,None
BBA00000000022356,TR66,T976,B2,None
BBA00000000022357,TR66,T976,B3,None
BBA00000000022358,TR66,T976,B4,None
BBA00000000022344,TR66,T976,B5,None
BBA00000000022364,TR66,T977,A1,None
BBA00000000022365,TR66,T977,A2,None
BBA00000000022366,TR66,T977,A3,None
BBA00000000022367,TR66,T977,A4,None
BBA00000000022368,TR66,T977,A5,None
BBA00000000022369,TR66,T977,B1,None
BBA00000000022370,TR66,T977,B2,None
BBA00000000022371,TR66,T977,B3,None
BBA00000000022374,TR66,T977,B4,None
BBA00000000022362,TR66,T977,B5,None
BBA00000000022379,TR66,T978,A1,None
BBA00000000022385,TR66,T978,A2,None
BBA00000000022386,TR66,T978,A3,None
BBA00000000022387,TR66,T978,A4,None
BBA00000000022388,TR66,T978,A5,None
BBA00000000022390,TR66,T978,B1,None
BBA00000000022391,TR66,T978,B2,None
BBA00000000022392,TR66,T978,B3,None
BBA00000000022393,TR66,T978,B4,None
BBA00000000022376,TR66,T978,B5,None
BBA00000000022396,TR66,T979,A1,None
BBA00000000022398,TR66,T979,A2,None
BBA00000000022399,TR66,T979,A3,None
BBA00000000022404,TR66,T979,A4,None
BBA00000000022405,TR66,T979,A5,None
BBA00000000022406,TR66,T979,B1,None
BBA00000000022407,TR66,T979,B2,None
BBA00000000022414,TR66,T979,B3,None
BBA00000000022415,TR66,T979,B4,None
BBA00000000022397,TR66,T979,B5,None
BBA00000000022419,TR66,T980,A1,None
BBA00000000022420,TR66,T980,A2,None
BBA00000000022421,TR66,T980,A3,None
BBA00000000022422,TR66,T980,A4,None
BBA00000000022423,TR66,T980,A5,None
BBA00000000022424,TR66,T980,B1,None
BBA00000000022425,TR66,T980,B2,None
BBA00000000022426,TR66,T980,B3,None
BBA00000000022428,TR66,T980,B4,None
BBA00000000022417,TR66,T980,B5,None
BBA00000000022436,TR66,T981,A1,None
BBA00000000022437,TR66,T981,A2,None
BBA00000000022438,TR66,T981,A3,None
BBA00000000022441,TR66,T981,A4,None
BBA00000000022442,TR66,T981,A5,None
BBA00000000022446,TR66,T981,B1,None
BBA00000000022443,TR66,T981,B2,None
BBA00000000022448,TR66,T981,B3,None
BBA00000000022450,TR66,T981,B4,None
BBA00000000022429,TR66,T981,B5,None
BBA00000000022452,TR66,T982,A1,None
BBA00000000022454,TR66,T982,A2,None
BBA00000000022457,TR66,T982,A3,None
BBA00000000022459,TR66,T982,A4,None
BBA00000000022460,TR66,T982,A5,None
BBA00000000022461,TR66,T982,B1,None
BBA00000000022462,TR66,T982,B2,None
BBA00000000022467,TR66,T982,B3,None
BBA00000000022468,TR66,T982,B4,None
BBA00000000022458,TR66,T982,B5,None
BBA00000000022472,TR66,T983,A1,None
BBA00000000022473,TR66,T983,A2,None
BBA00000000022475,TR66,T983,A3,None
BBA00000000022476,TR66,T983,A4,None
BBA00000000022477,TR66,T983,A5,None
BBA00000000022478,TR66,T983,B1,None
BBA00000000022482,TR66,T983,B2,None
BBA00000000022488,TR66,T983,B3,None
BBA00000000022489,TR66,T983,B4,None
BBA00000000022471,TR66,T983,B5,None
BBA00000000022491,TR66,T984,A1,None
BBA00000000022492,TR66,T984,A2,None
BBA00000000022493,TR66,T984,A3,None
BBA00000000022494,TR66,T984,A4,None
BBA00000000022495,TR66,T984,A5,None
BBA00000000022497,TR66,T984,B1,None
BBA00000000022496,TR66,T984,B2,None
BBA00000000022498,TR66,T984,B3,None
BBA00000000022501,TR66,T984,B4,None
BBA00000000022490,TR66,T984,B5,None
BBA00000000022504,TR66,T985,A1,None
BBA00000000022506,TR66,T985,A2,None
BBA00000000022507,TR66,T985,A3,None
BBA00000000022508,TR66,T985,A4,None
BBA00000000022511,TR66,T985,A5,None
BBA00000000022512,TR66,T985,B1,None
BBA00000000022514,TR66,T985,B2,None
BBA00000000022516,TR66,T985,B3,None
BBA00000000022517,TR66,T985,B4,None
BBA00000000022505,TR66,T985,B5,None
BBA00000000022521,TR66,T986,A1,None
BBA00000000022525,TR66,T986,A2,None
BBA00000000022526,TR66,T986,A3,None
BBA00000000022530,TR66,T986,A4,None
BBA00000000022538,TR66,T986,A5,None
BBA00000000022546,TR66,T986,B1,None
BBA00000000022539,TR66,T986,B2,None
BBA00000000022544,TR66,T986,B3,None
BBA00000000022545,TR66,T986,B4,None
BBA00000000022524,TR66,T986,B5,None
BBA00000000022550,TR66,T987,A1,None
BBA00000000022551,TR66,T987,A2,None
BBA00000000022552,TR66,T987,A3,None
BBA00000000022553,TR66,T987,A4,None
BBA00000000022555,TR66,T987,A5,None
BBA00000000022556,TR66,T987,B1,None
BBA00000000022557,TR66,T987,B2,None
BBA00000000022559,TR66,T987,B3,None
BBA00000000022560,TR66,T987,B4,None
BBA00000000022549,TR66,T987,B5,None
BBA00000000022561,TR66,T988,A1,None
BBA00000000022564,TR66,T988,A2,None
BBA00000000022565,TR66,T988,A3,None
BBA00000000022566,TR66,T988,A4,None
BBA00000000022567,TR66,T988,A5,None
BBA00000000022568,TR66,T988,B1,None
BBA00000000022574,TR66,T988,B2,None
BBA00000000022576,TR66,T988,B3,None
BBA00000000022577,TR66,T988,B4,None
BBA00000000022562,TR66,T988,B5,None
BBA00000000022579,TR66,T989,A1,None
BBA00000000022580,TR66,T989,A2,None
BBA00000000022581,TR66,T989,A3,None
BBA00000000022585,TR66,T989,A4,None
BBA00000000022586,TR66,T989,A5,None
BBA00000000022588,TR66,T989,B1,None
BBA00000000022592,TR66,T989,B2,None
BBA00000000022593,TR66,T989,B3,None
BBA00000000022594,TR66,T989,B4,None
BBA00000000022578,TR66,T989,B5,None
BBA00000000022595,TR66,T990,A1,None
BBA00000000022600,TR66,T990,A2,None
BBA00000000022601,TR66,T990,A3,None
BBA00000000022602,TR66,T990,A4,None
BBA00000000022603,TR66,T990,A5,None
BBA00000000022609,TR66,T990,B1,None
BBA00000000022607,TR66,T990,B2,None
BBA00000000022608,TR66,T990,B3,None
BBA00000000022610,TR66,T990,B4,None
BBA00000000022599,TR66,T990,B5,None
BBA00000000038771,TR66,D938,A1,None
BBA00000000038773,TR66,D938,A2,None
BBA00000000050142,TR66,D938,A3,None
BBA00000000050144,TR66,D938,A4,None
BBA00000000050146,TR66,D938,A5,None
BBA00000000038774,TR66,D938,B1,None
BBA00000000038777,TR66,D938,B2,None
BBA00000000050148,TR66,D938,B3,None
BBA00000000050150,TR66,D938,B4,None
BBA00000000038780,TR66,D938,B5,None
BBA00000000038781,TR66,D939,A1,None
BBA00000000038786,TR66,D939,A2,None
BBA00000000050152,TR66,D939,A3,None
BBA00000000050154,TR66,D939,A4,None
BBA00000000050164,TR66,D939,A5,None
BBA00000000038787,TR66,D939,B1,None
BBA00000000038796,TR66,D939,B2,None
BBA00000000050166,TR66,D939,B3,None
BBA00000000050167,TR66,D939,B4,None
BBA00000000038797,TR66,D939,B5,None
BBA00000000038801,TR66,D940,A1,None
BBA00000000038802,TR66,D940,A2,None
BBA00000000050168,TR66,D940,A3,None
BBA00000000050174,TR66,D940,A4,None
BBA00000000050180,TR66,D940,A5,None
BBA00000000038804,TR66,D940,B1,None
BBA00000000038809,TR66,D940,B2,None
BBA00000000050182,TR66,D940,B3,None
BBA00000000050188,TR66,D940,B4,None
BBA00000000038811,TR66,D940,B5,None
BBA00000000038830,TR66,D941,A1,None
BBA00000000038838,TR66,D941,A2,None
BBA00000000050190,TR66,D941,A3,None
BBA00000000050212,TR66,D941,A4,None
BBA00000000050226,TR66,D941,A5,None
BBA00000000038841,TR66,D941,B1,None
BBA00000000038845,TR66,D941,B2,None
BBA00000000050232,TR66,D941,B3,None
BBA00000000050237,TR66,D941,B4,None
BBA00000000038848,TR66,D941,B5,None
BBA00000000038852,TR66,D942,A1,None
BBA00000000038855,TR66,D942,A2,None
BBA00000000050242,TR66,D942,A3,None
BBA00000000050248,TR66,D942,A4,None
BBA00000000050254,TR66,D942,A5,None
BBA00000000038860,TR66,D942,B1,None
BBA00000000038861,TR66,D942,B2,None
BBA00000000050257,TR66,D942,B3,None
BBA00000000050261,TR66,D942,B4,None
BBA00000000038863,TR66,D942,B5,None
BBA00000000038866,TR66,D943,A1,None
BBA00000000038871,TR66,D943,A2,None
BBA00000000050263,TR66,D943,A3,None
BBA00000000050264,TR66,D943,A4,None
BBA00000000050268,TR66,D943,A5,None
BBA00000000038873,TR66,D943,B1,None
BBA00000000038874,TR66,D943,B2,None
BBA00000000050276,TR66,D943,B3,None
BBA00000000050278,TR66,D943,B4,None
BBA00000000038880,TR66,D943,B5,None
BBA00000000038893,TR66,D944,A1,None
BBA00000000038894,TR66,D944,A2,None
BBA00000000050283,TR66,D944,A3,None
BBA00000000050290,TR66,D944,A4,None
BBA00000000050291,TR66,D944,A5,None
BBA00000000038900,TR66,D944,B1,None
BBA00000000038907,TR66,D944,B2,None
BBA00000000050292,TR66,D944,B3,None
BBA00000000050295,TR66,D944,B4,None
BBA00000000038913,TR66,D944,B5,None
BBA00000000038919,TR66,D945,A1,None
BBA00000000038922,TR66,D945,A2,None
BBA00000000050298,TR66,D945,A3,None
BBA00000000050299,TR66,D945,A4,None
BBA00000000050300,TR66,D945,A5,None
BBA00000000038923,TR66,D945,B1,None
BBA00000000038925,TR66,D945,B2,None
BBA00000000050302,TR66,D945,B3,None
BBA00000000050305,TR66,D945,B4,None
BBA00000000038926,TR66,D945,B5,None
BBA00000000038927,TR66,D946,A1,None
BBA00000000038931,TR66,D946,A2,None
BBA00000000050307,TR66,D946,A3,None
BBA00000000050313,TR66,D946,A4,None
BBA00000000050317,TR66,D946,A5,None
BBA00000000038939,TR66,D946,B1,None
BBA00000000038942,TR66,D946,B2,None
BBA00000000050318,TR66,D946,B3,None
BBA00000000050320,TR66,D946,B4,None
BBA00000000038943,TR66,D946,B5,None
BBA00000000038946,TR66,D947,A1,None
BBA00000000038952,TR66,D947,A2,None
BBA00000000050323,TR66,D947,A3,None
BBA00000000050325,TR66,D947,A4,None
BBA00000000050327,TR66,D947,A5,None
BBA00000000038954,TR66,D947,B1,None
BBA00000000038955,TR66,D947,B2,None
BBA00000000050329,TR66,D947,B3,None
BBA00000000050331,TR66,D947,B4,None
BBA00000000038958,TR66,D947,B5,None
BBA00000000038963,TR66,D948,A1,None
BBA00000000038965,TR66,D948,A2,None
BBA00000000050336,TR66,D948,A3,None
BBA00000000050337,TR66,D948,A4,None
BBA00000000050338,TR66,D948,A5,None
BBA00000000038968,TR66,D948,B1,None
BBA00000000038972,TR66,D948,B2,None
BBA00000000050345,TR66,D948,B3,None
BBA00000000050347,TR66,D948,B4,None
BBA00000000038976,TR66,D948,B5,None
BBA00000000038980,TR66,D949,A1,None
BBA00000000038981,TR66,D949,A2,None
BBA00000000050361,TR66,D949,A3,None
BBA00000000050363,TR66,D949,A4,None
BBA00000000050367,TR66,D949,A5,None
BBA00000000038983,TR66,D949,B1,None
BBA00000000038986,TR66,D949,B2,None
BBA00000000050369,TR66,D949,B3,None
BBA00000000050370,TR66,D949,B4,None
BBA00000000038988,TR66,D949,B5,None
BBA00000000038990,TR66,D950,A1,None
BBA00000000038992,TR66,D950,A2,None
BBA00000000050377,TR66,D950,A3,None
BBA00000000050379,TR66,D950,A4,None
BBA00000000050384,TR66,D950,A5,None
BBA00000000038993,TR66,D950,B1,None
BBA00000000038997,TR66,D950,B2,None
BBA00000000050390,TR66,D950,B3,None
BBA00000000050394,TR66,D950,B4,None
BBA00000000038998,TR66,D950,B5,None
BBA00000000038999,TR66,D951,A1,None
BBA00000000039003,TR66,D951,A2,None
BBA00000000050395,TR66,D951,A3,None
BBA00000000050401,TR66,D951,A4,None
BBA00000000050406,TR66,D951,A5,None
BBA00000000039004,TR66,D951,B1,None
BBA00000000039005,TR66,D951,B2,None
BBA00000000050408,TR66,D951,B3,None
BBA00000000050410,TR66,D951,B4,None
BBA00000000039013,TR66,D951,B5,None
BBA00000000022617,TR67,T991,A1,None
BBA00000000022622,TR67,T991,A2,None
BBA00000000022623,TR67,T991,A3,None
BBA00000000022624,TR67,T991,A4,None
BBA00000000022626,TR67,T991,A5,None
BBA00000000022629,TR67,T991,B1,None
BBA00000000022631,TR67,T991,B2,None
BBA00000000022632,TR67,T991,B3,None
BBA00000000022637,TR67,T991,B4,None
BBA00000000022613,TR67,T991,B5,None
BBA00000000022638,TR67,T992,A1,None
BBA00000000022640,TR67,T992,A2,None
BBA00000000022643,TR67,T992,A3,None
BBA00000000022646,TR67,T992,A4,None
BBA00000000022647,TR67,T992,A5,None
BBA00000000022648,TR67,T992,B1,None
BBA00000000022652,TR67,T992,B2,None
BBA00000000022653,TR67,T992,B3,None
BBA00000000022654,TR67,T992,B4,None
BBA00000000022639,TR67,T992,B5,None
BBA00000000022656,TR67,T993,A1,None
BBA00000000022657,TR67,T993,A2,None
BBA00000000022658,TR67,T993,A3,None
BBA00000000022661,TR67,T993,A4,None
BBA00000000022662,TR67,T993,A5,None
BBA00000000022667,TR67,T993,B1,None
BBA00000000022669,TR67,T993,B2,None
BBA00000000022670,TR67,T993,B3,None
BBA00000000022673,TR67,T993,B4,None
BBA00000000022655,TR67,T993,B5,None
BBA00000000022675,TR67,T994,A1,None
BBA00000000022676,TR67,T994,A2,None
BBA00000000022678,TR67,T994,A3,None
BBA00000000022683,TR67,T994,A4,None
BBA00000000022685,TR67,T994,A5,None
BBA00000000022687,TR67,T994,B1,None
BBA00000000022688,TR67,T994,B2,None
BBA00000000022689,TR67,T994,B3,None
BBA00000000022691,TR67,T994,B4,None
BBA00000000022674,TR67,T994,B5,None
BBA00000000022693,TR67,T995,A1,None
BBA00000000022694,TR67,T995,A2,None
BBA00000000022695,TR67,T995,A3,None
BBA00000000022696,TR67,T995,A4,None
BBA00000000022697,TR67,T995,A5,None
BBA00000000022709,TR67,T995,B1,None
BBA00000000022706,TR67,T995,B2,None
BBA00000000022710,TR67,T995,B3,None
BBA00000000022711,TR67,T995,B4,None
BBA00000000022692,TR67,T995,B5,None
BBA00000000022714,TR67,T996,A1,None
BBA00000000022720,TR67,T996,A2,None
BBA00000000022721,TR67,T996,A3,None
BBA00000000022723,TR67,T996,A4,None
BBA00000000022724,TR67,T996,A5,None
BBA00000000022728,TR67,T996,B1,None
BBA00000000022726,TR67,T996,B2,None
BBA00000000022727,TR67,T996,B3,None
BBA00000000022729,TR67,T996,B4,None
BBA00000000022712,TR67,T996,B5,None
BBA00000000022731,TR67,T997,A1,None
BBA00000000022734,TR67,T997,A2,None
BBA00000000022737,TR67,T997,A3,None
BBA00000000022738,TR67,T997,A4,None
BBA00000000022739,TR67,T997,A5,None
BBA00000000022742,TR67,T997,B1,None
BBA00000000022745,TR67,T997,B2,None
BBA00000000022747,TR67,T997,B3,None
BBA00000000022754,TR67,T997,B4,None
BBA00000000022732,TR67,T997,B5,None
BBA00000000022760,TR67,T998,A1,None
BBA00000000022761,TR67,T998,A2,None
BBA00000000022764,TR67,T998,A3,None
BBA00000000022765,TR67,T998,A4,None
BBA00000000022766,TR67,T998,A5,None
BBA00000000022767,TR67,T998,B1,None
BBA00000000022768,TR67,T998,B2,None
BBA00000000022776,TR67,T998,B3,None
BBA00000000022777,TR67,T998,B4,None
BBA00000000022759,TR67,T998,B5,None
BBA00000000022780,TR67,T999,A1,None
BBA00000000022781,TR67,T999,A2,None
BBA00000000022782,TR67,T999,A3,None
BBA00000000022784,TR67,T999,A4,None
BBA00000000022788,TR67,T999,A5,None
BBA00000000022792,TR67,T999,B1,None
BBA00000000022790,TR67,T999,B2,None
BBA00000000022795,TR67,T999,B3,None
BBA00000000022798,TR67,T999,B4,None
BBA00000000022779,TR67,T999,B5,None
BBA00000000022800,TR67,T1000,A1,None
BBA00000000022801,TR67,T1000,A2,None
BBA00000000022802,TR67,T1000,A3,None
BBA00000000022803,TR67,T1000,A4,None
BBA00000000022807,TR67,T1000,A5,None
BBA00000000022815,TR67,T1000,B1,None
BBA00000000022811,TR67,T1000,B2,None
BBA00000000022813,TR67,T1000,B3,None
BBA00000000022816,TR67,T1000,B4,None
BBA00000000022799,TR67,T1000,B5,None
BBA00000000022821,TR67,T1001,A1,None
BBA00000000022823,TR67,T1001,A2,None
BBA00000000022827,TR67,T1001,A3,None
BBA00000000022828,TR67,T1001,A4,None
