VIN,ETA,CODE,PLANT,DDA
BBA00000000001840,2021-08-01 14:51:00,G38,DD,ZZ
BBA00000000001655,2021-08-01 14:52:00,G28,TX,ZZ
BBA00000000001841,2021-08-01 14:52:00,G08,DD,CD
BBA00000000001656,2021-08-01 14:53:00,G28,TX,CD
BBA00000000001842,2021-08-01 14:53:00,G08,DD,ZZ
BBA00000000001657,2021-08-01 14:54:00,G28,TX,CD
BBA00000000001843,2021-08-01 14:54:00,G38,DD,CD
BBA00000000001658,2021-08-01 14:55:00,G20,TX,CD
BBA00000000001844,2021-08-01 14:55:00,G38,DD,CD
BBA00000000001659,2021-08-01 14:56:00,G20,TX,CD
BBA00000000001845,2021-08-01 14:56:00,G08,DD,XA
BBA00000000001660,2021-08-01 14:57:00,F49,TX,ZZ
BBA00000000001846,2021-08-01 14:57:00,G08,DD,CD
BBA00000000001661,2021-08-01 14:58:00,F39,TX,CD
BBA00000000001847,2021-08-01 14:58:00,G08,DD,ZZ
BBA00000000001662,2021-08-01 14:59:00,F49,TX,CD
BBA00000000001848,2021-08-01 14:59:00,G08,DD,CD
BBA00000000001663,2021-08-01 15:00:00,G28,TX,ZZ
BBA00000000001849,2021-08-01 15:00:00,G08,DD,XA
BBA00000000001664,2021-08-01 15:01:00,G28,TX,CD
BBA00000000001850,2021-08-01 15:01:00,G08,DD,XA
BBA00000000001665,2021-08-01 15:02:00,G28,TX,CD
BBA00000000001851,2021-08-01 15:02:00,G38,DD,ZZ
BBA00000000001666,2021-08-01 15:03:00,G20,TX,XA
BBA00000000001852,2021-08-01 15:03:00,G38,DD,CD
BBA00000000001667,2021-08-01 15:04:00,G28,TX,CD
BBA00000000001853,2021-08-01 15:04:00,G38,DD,CD
BBA00000000001668,2021-08-01 15:05:00,G28,TX,CD
BBA00000000001854,2021-08-01 15:05:00,G38,DD,ZZ
BBA00000000001669,2021-08-01 15:06:00,F52,TX,ZZ
BBA00000000001855,2021-08-01 15:06:00,G38,DD,CD
BBA00000000001670,2021-08-01 15:07:00,F52,TX,CD
BBA00000000001856,2021-08-01 15:07:00,G38,DD,ZZ
BBA00000000001671,2021-08-01 15:08:00,G28,TX,CD
BBA00000000001857,2021-08-01 15:08:00,G08,DD,CD
BBA00000000001672,2021-08-01 15:09:00,F49,TX,CD
BBA00000000001858,2021-08-01 15:09:00,G08,DD,CD
BBA00000000001673,2021-08-01 15:10:00,F39,TX,CD
BBA00000000001859,2021-08-01 15:10:00,G38,DD,CD
BBA00000000001674,2021-08-01 15:11:00,F52,TX,CD
BBA00000000001860,2021-08-01 15:11:00,G08,DD,CD
BBA00000000001675,2021-08-01 15:12:00,G20,TX,XA
BBA00000000001861,2021-08-01 15:12:00,G38,DD,CD
BBA00000000001676,2021-08-01 15:13:00,F49,TX,XA
BBA00000000001862,2021-08-01 15:13:00,G38,DD,ZZ
BBA00000000001677,2021-08-01 15:14:00,G28,TX,ZZ
BBA00000000001863,2021-08-01 15:14:00,G38,DD,ZZ
BBA00000000001678,2021-08-01 15:15:00,F39,TX,XA
BBA00000000001864,2021-08-01 15:15:00,G38,DD,CD
BBA00000000001679,2021-08-01 15:16:00,G28,TX,CD
BBA00000000001865,2021-08-01 15:16:00,G38,DD,XA
BBA00000000001680,2021-08-01 15:17:00,F52,TX,ZZ
BBA00000000001866,2021-08-01 15:17:00,G38,DD,ZZ
BBA00000000001681,2021-08-01 15:18:00,G28,TX,ZZ
BBA00000000001963,2021-08-01 15:18:00,G38,DD,XA
BBA00000000001682,2021-08-01 15:19:00,F49,TX,XA
BBA00000000001964,2021-08-01 15:19:00,G08,DD,CD
BBA00000000001683,2021-08-01 15:20:00,F52,TX,CD
BBA00000000001965,2021-08-01 15:20:00,G38,DD,XA
BBA00000000001684,2021-08-01 15:21:00,F49,TX,ZZ
BBA00000000001966,2021-08-01 15:21:00,G08,DD,CD
BBA00000000001685,2021-08-01 15:22:00,F49,TX,CD
BBA00000000001967,2021-08-01 15:22:00,G08,DD,CD
BBA00000000001686,2021-08-01 15:23:00,F49,TX,CD
BBA00000000001968,2021-08-01 15:23:00,G08,DD,XA
BBA00000000001687,2021-08-01 15:24:00,F49,TX,CD
BBA00000000001969,2021-08-01 15:24:00,G38,DD,CD
BBA00000000001688,2021-08-01 15:25:00,G28,TX,CD
BBA00000000001970,2021-08-01 15:25:00,G08,DD,CD
BBA00000000001689,2021-08-01 15:26:00,G28,TX,ZZ
BBA00000000001971,2021-08-01 15:26:00,G08,DD,CD
BBA00000000001690,2021-08-01 15:27:00,G28,TX,CD
BBA00000000001972,2021-08-01 15:27:00,G38,DD,XA
BBA00000000001691,2021-08-01 15:28:00,F39,TX,CD
BBA00000000001973,2021-08-01 15:28:00,G38,DD,CD
BBA00000000001692,2021-08-01 15:29:00,F52,TX,ZZ
BBA00000000001974,2021-08-01 15:29:00,G38,DD,ZZ
BBA00000000001693,2021-08-01 15:30:00,G28,TX,ZZ
BBA00000000001975,2021-08-01 15:30:00,G08,DD,CD
BBA00000000001694,2021-08-01 15:31:00,G28,TX,CD
BBA00000000001976,2021-08-01 15:31:00,G08,DD,ZZ
BBA00000000001695,2021-08-01 15:32:00,F52,TX,ZZ
BBA00000000001977,2021-08-01 15:32:00,G38,DD,CD
BBA00000000001696,2021-08-01 15:33:00,G28,TX,CD
BBA00000000001978,2021-08-01 15:33:00,G38,DD,XA
BBA00000000001697,2021-08-01 15:34:00,G28,TX,XA
BBA00000000001979,2021-08-01 15:34:00,G38,DD,CD
BBA00000000001698,2021-08-01 15:35:00,F49,TX,ZZ
BBA00000000001980,2021-08-01 15:35:00,G38,DD,CD
BBA00000000001699,2021-08-01 15:36:00,G20,TX,ZZ
BBA00000000001981,2021-08-01 15:36:00,G38,DD,ZZ
BBA00000000001700,2021-08-01 15:37:00,G20,TX,XA
BBA00000000001982,2021-08-01 15:37:00,G08,DD,CD
BBA00000000001701,2021-08-01 15:38:00,G28,TX,ZZ
BBA00000000001983,2021-08-01 15:38:00,G38,DD,CD
BBA00000000001702,2021-08-01 15:39:00,F49,TX,CD
BBA00000000001984,2021-08-01 15:39:00,G38,DD,ZZ
BBA00000000001703,2021-08-01 15:40:00,G28,TX,CD
BBA00000000001985,2021-08-01 15:40:00,G08,DD,CD
BBA00000000001704,2021-08-01 15:41:00,F49,TX,XA
BBA00000000001986,2021-08-01 15:41:00,G08,DD,CD
BBA00000000001705,2021-08-01 15:42:00,G28,TX,ZZ
BBA00000000001987,2021-08-01 15:42:00,G38,DD,ZZ
BBA00000000001706,2021-08-01 15:43:00,F52,TX,ZZ
BBA00000000001988,2021-08-01 15:43:00,G38,DD,CD
BBA00000000001707,2021-08-01 15:44:00,F49,TX,CD
BBA00000000001989,2021-08-01 15:44:00,G08,DD,ZZ
BBA00000000001708,2021-08-01 15:45:00,F49,TX,CD
BBA00000000001990,2021-08-01 15:45:00,G08,DD,CD
BBA00000000001709,2021-08-01 15:46:00,F52,TX,CD
BBA00000000001991,2021-08-01 15:46:00,G08,DD,CD
BBA00000000001710,2021-08-01 15:47:00,F52,TX,CD
BBA00000000001992,2021-08-01 15:47:00,G08,DD,ZZ
BBA00000000001711,2021-08-01 15:48:00,G28,TX,CD
BBA00000000001993,2021-08-01 15:48:00,G08,DD,XA
BBA00000000001712,2021-08-01 15:49:00,G28,TX,XA
BBA00000000001994,2021-08-01 15:49:00,G08,DD,CD
BBA00000000001867,2021-08-01 15:50:00,G28,TX,CD
BBA00000000001995,2021-08-01 15:50:00,G38,DD,ZZ
BBA00000000001868,2021-08-01 15:51:00,F39,TX,CD
BBA00000000001996,2021-08-01 15:51:00,G08,DD,XA
BBA00000000001869,2021-08-01 15:52:00,F49,TX,CD
BBA00000000001997,2021-08-01 15:52:00,G08,DD,ZZ
BBA00000000001870,2021-08-01 15:53:00,F49,TX,CD
BBA00000000001998,2021-08-01 15:53:00,G08,DD,CD
BBA00000000001871,2021-08-01 15:54:00,F39,TX,CD
BBA00000000001999,2021-08-01 15:54:00,G38,DD,CD
BBA00000000001872,2021-08-01 15:55:00,F49,TX,XA
BBA00000000002000,2021-08-01 15:55:00,G08,DD,ZZ
BBA00000000001873,2021-08-01 15:56:00,G28,TX,CD
BBA00000000002001,2021-08-01 15:56:00,G38,DD,ZZ
BBA00000000001874,2021-08-01 15:57:00,G28,TX,ZZ
BBA00000000002002,2021-08-01 15:57:00,G38,DD,CD
BBA00000000001875,2021-08-01 15:58:00,G28,TX,ZZ
BBA00000000002003,2021-08-01 15:58:00,G08,DD,CD
BBA00000000001876,2021-08-01 15:59:00,F49,TX,CD
BBA00000000002004,2021-08-01 15:59:00,G38,DD,ZZ
BBA00000000001877,2021-08-01 16:00:00,G28,TX,CD
BBA00000000002005,2021-08-01 16:00:00,G38,DD,ZZ
BBA00000000001878,2021-08-01 16:01:00,G20,TX,XA
BBA00000000002006,2021-08-01 16:01:00,G38,DD,XA
BBA00000000001879,2021-08-01 16:02:00,G28,TX,XA
BBA00000000002007,2021-08-01 16:02:00,G08,DD,ZZ
BBA00000000001880,2021-08-01 16:03:00,F39,TX,CD
BBA00000000002008,2021-08-01 16:03:00,G08,DD,XA
BBA00000000001881,2021-08-01 16:04:00,F49,TX,XA
BBA00000000002009,2021-08-01 16:04:00,G38,DD,CD
BBA00000000001882,2021-08-01 16:05:00,G20,TX,XA
BBA00000000002010,2021-08-01 16:05:00,G08,DD,CD
BBA00000000001883,2021-08-01 16:06:00,F49,TX,ZZ
BBA00000000002011,2021-08-01 16:06:00,G38,DD,CD
BBA00000000001884,2021-08-01 16:07:00,G28,TX,ZZ
BBA00000000002012,2021-08-01 16:07:00,G38,DD,ZZ
BBA00000000001885,2021-08-01 16:08:00,G20,TX,CD
BBA00000000002013,2021-08-01 16:08:00,G38,DD,CD
BBA00000000001886,2021-08-01 16:09:00,G20,TX,XA
BBA00000000002014,2021-08-01 16:09:00,G38,DD,ZZ
BBA00000000001887,2021-08-01 16:10:00,G28,TX,ZZ
BBA00000000002015,2021-08-01 16:10:00,G38,DD,CD
BBA00000000001888,2021-08-01 16:11:00,F52,TX,ZZ
BBA00000000002016,2021-08-01 16:11:00,G38,DD,ZZ
BBA00000000001889,2021-08-01 16:12:00,G28,TX,XA
BBA00000000002017,2021-08-01 16:12:00,G38,DD,CD
BBA00000000001890,2021-08-01 16:13:00,G28,TX,XA
BBA00000000002018,2021-08-01 16:13:00,G08,DD,XA
BBA00000000001891,2021-08-01 16:14:00,G28,TX,CD
BBA00000000002019,2021-08-01 16:14:00,G08,DD,ZZ
BBA00000000001892,2021-08-01 16:15:00,F39,TX,CD
BBA00000000002020,2021-08-01 16:15:00,G08,DD,CD
BBA00000000001893,2021-08-01 16:16:00,F52,TX,XA
BBA00000000002021,2021-08-01 16:16:00,G08,DD,CD
BBA00000000001894,2021-08-01 16:17:00,G28,TX,XA
BBA00000000002022,2021-08-01 16:17:00,G38,DD,CD
BBA00000000001895,2021-08-01 16:18:00,G28,TX,XA
BBA00000000002023,2021-08-01 16:18:00,G38,DD,ZZ
BBA00000000001896,2021-08-01 16:19:00,F49,TX,ZZ
BBA00000000002024,2021-08-01 16:19:00,G38,DD,ZZ
BBA00000000001897,2021-08-01 16:20:00,F49,TX,CD
BBA00000000002025,2021-08-01 16:20:00,G08,DD,CD
BBA00000000001898,2021-08-01 16:21:00,F52,TX,XA
BBA00000000002026,2021-08-01 16:21:00,G38,DD,CD
BBA00000000001899,2021-08-01 16:22:00,G20,TX,XA
BBA00000000002027,2021-08-01 16:22:00,G38,DD,CD
BBA00000000001900,2021-08-01 16:23:00,G28,TX,XA
BBA00000000002028,2021-08-01 16:23:00,G38,DD,CD
BBA00000000001901,2021-08-01 16:24:00,F52,TX,XA
BBA00000000002029,2021-08-01 16:24:00,G38,DD,CD
BBA00000000001902,2021-08-01 16:25:00,F49,TX,XA
BBA00000000002030,2021-08-01 16:25:00,G08,DD,CD
BBA00000000001903,2021-08-01 16:26:00,F52,TX,CD
BBA00000000002031,2021-08-01 16:26:00,G08,DD,CD
BBA00000000001904,2021-08-01 16:27:00,F49,TX,XA
BBA00000000002032,2021-08-01 16:27:00,G38,DD,CD
BBA00000000001905,2021-08-01 16:28:00,G20,TX,XA
BBA00000000002033,2021-08-01 16:28:00,G38,DD,CD
BBA00000000001906,2021-08-01 16:29:00,G28,TX,XA
BBA00000000002034,2021-08-01 16:29:00,G08,DD,CD
BBA00000000001907,2021-08-01 16:30:00,F49,TX,XA
BBA00000000002035,2021-08-01 16:30:00,G38,DD,ZZ
BBA00000000001908,2021-08-01 16:31:00,F49,TX,XA
BBA00000000002036,2021-08-01 16:31:00,G08,DD,ZZ
BBA00000000001909,2021-08-01 16:32:00,F52,TX,XA
BBA00000000002037,2021-08-01 16:32:00,G38,DD,CD
BBA00000000001910,2021-08-01 16:33:00,G28,TX,XA
BBA00000000002038,2021-08-01 16:33:00,G38,DD,XA
BBA00000000001911,2021-08-01 16:34:00,F49,TX,ZZ
BBA00000000002039,2021-08-01 16:34:00,G08,DD,CD
BBA00000000001912,2021-08-01 16:35:00,F49,TX,CD
BBA00000000002040,2021-08-01 16:35:00,G08,DD,ZZ
BBA00000000001913,2021-08-01 16:36:00,G28,TX,CD
BBA00000000002041,2021-08-01 16:36:00,G38,DD,ZZ
BBA00000000001914,2021-08-01 16:37:00,G28,TX,XA
BBA00000000002042,2021-08-01 16:37:00,G08,DD,CD
BBA00000000001915,2021-08-01 16:38:00,G28,TX,CD
BBA00000000002043,2021-08-01 16:38:00,G08,DD,XA
BBA00000000001916,2021-08-01 16:39:00,F49,TX,CD
BBA00000000002044,2021-08-01 16:39:00,G08,DD,CD
BBA00000000001917,2021-08-01 16:40:00,G20,TX,XA
BBA00000000002045,2021-08-01 16:40:00,G38,DD,ZZ
BBA00000000001918,2021-08-01 16:41:00,G20,TX,ZZ
BBA00000000002046,2021-08-01 16:41:00,G38,DD,ZZ
BBA00000000001919,2021-08-01 16:42:00,G28,TX,CD
BBA00000000002047,2021-08-01 16:42:00,G08,DD,CD
BBA00000000001920,2021-08-01 16:43:00,G28,TX,ZZ
BBA00000000002048,2021-08-01 16:43:00,G38,DD,CD
BBA00000000001921,2021-08-01 16:44:00,F52,TX,CD
BBA00000000002049,2021-08-01 16:44:00,G08,DD,XA
BBA00000000001922,2021-08-01 16:45:00,F39,TX,XA
BBA00000000002050,2021-08-01 16:45:00,G38,DD,CD
BBA00000000001923,2021-08-01 16:46:00,G28,TX,XA
BBA00000000002051,2021-08-01 16:46:00,G08,DD,ZZ
BBA00000000001924,2021-08-01 16:47:00,G20,TX,XA
BBA00000000002052,2021-08-01 16:47:00,G08,DD,CD
BBA00000000001925,2021-08-01 16:48:00,F49,TX,XA
BBA00000000002053,2021-08-01 16:48:00,G08,DD,CD
BBA00000000001926,2021-08-01 16:49:00,G28,TX,XA
BBA00000000002054,2021-08-01 16:49:00,G38,DD,XA
BBA00000000001927,2021-08-01 16:50:00,G28,TX,XA
BBA00000000002055,2021-08-01 16:50:00,G38,DD,CD
BBA00000000001928,2021-08-01 16:51:00,G28,TX,CD
BBA00000000002056,2021-08-01 16:51:00,G38,DD,CD
BBA00000000001929,2021-08-01 16:52:00,F52,TX,XA
BBA00000000002057,2021-08-01 16:52:00,G38,DD,CD
BBA00000000001930,2021-08-01 16:53:00,F52,TX,ZZ
BBA00000000002058,2021-08-01 16:53:00,G38,DD,ZZ
BBA00000000001931,2021-08-01 16:54:00,F52,TX,CD
BBA00000000002059,2021-08-01 16:54:00,G38,DD,CD
BBA00000000001932,2021-08-01 16:55:00,G28,TX,ZZ
BBA00000000002060,2021-08-01 16:55:00,G08,DD,ZZ
BBA00000000001933,2021-08-01 16:56:00,F52,TX,CD
BBA00000000002061,2021-08-01 16:56:00,G08,DD,ZZ
BBA00000000001934,2021-08-01 16:57:00,G28,TX,XA
BBA00000000002062,2021-08-01 16:57:00,G38,DD,CD
BBA00000000001935,2021-08-01 16:58:00,G28,TX,XA
BBA00000000002063,2021-08-01 16:58:00,G08,DD,CD
BBA00000000001936,2021-08-01 16:59:00,F49,TX,ZZ
BBA00000000002064,2021-08-01 16:59:00,G38,DD,CD
BBA00000000001937,2021-08-01 17:00:00,G28,TX,ZZ
BBA00000000002065,2021-08-01 17:00:00,G08,DD,ZZ
BBA00000000001938,2021-08-01 17:01:00,G28,TX,CD
BBA00000000002066,2021-08-01 17:01:00,G08,DD,CD
BBA00000000001939,2021-08-01 17:02:00,F49,TX,CD
BBA00000000002067,2021-08-01 17:02:00,G38,DD,ZZ
BBA00000000001940,2021-08-01 17:03:00,F52,TX,CD
BBA00000000002068,2021-08-01 17:03:00,G38,DD,ZZ
BBA00000000001941,2021-08-01 17:04:00,G28,TX,XA
BBA00000000002069,2021-08-01 17:04:00,G38,DD,ZZ
BBA00000000001942,2021-08-01 17:05:00,F39,TX,CD
BBA00000000002070,2021-08-01 17:05:00,G08,DD,CD
BBA00000000001943,2021-08-01 17:06:00,G28,TX,CD
BBA00000000002071,2021-08-01 17:06:00,G38,DD,ZZ
BBA00000000001944,2021-08-01 17:07:00,G28,TX,ZZ
BBA00000000002072,2021-08-01 17:07:00,G38,DD,CD
BBA00000000001945,2021-08-01 17:08:00,F49,TX,CD
BBA00000000002073,2021-08-01 17:08:00,G38,DD,CD
BBA00000000001946,2021-08-01 17:09:00,F49,TX,CD
BBA00000000002074,2021-08-01 17:09:00,G08,DD,ZZ
BBA00000000001947,2021-08-01 17:10:00,G28,TX,CD
BBA00000000002075,2021-08-01 17:10:00,G38,DD,CD
BBA00000000001948,2021-08-01 17:11:00,G20,TX,ZZ
BBA00000000002076,2021-08-01 17:11:00,G38,DD,CD
BBA00000000001949,2021-08-01 17:12:00,F52,TX,ZZ
BBA00000000002077,2021-08-01 17:12:00,G08,DD,CD
BBA00000000001950,2021-08-01 17:13:00,G28,TX,ZZ
BBA00000000002078,2021-08-01 17:13:00,G38,DD,CD
BBA00000000001951,2021-08-01 17:14:00,F49,TX,CD
BBA00000000002079,2021-08-01 17:14:00,G08,DD,ZZ
BBA00000000001952,2021-08-01 17:15:00,F52,TX,CD
BBA00000000002080,2021-08-01 17:15:00,G38,DD,ZZ
BBA00000000001953,2021-08-01 17:16:00,F39,TX,XA
BBA00000000002081,2021-08-01 17:16:00,G08,DD,ZZ
BBA00000000001954,2021-08-01 17:17:00,G28,TX,ZZ
BBA00000000002082,2021-08-01 17:17:00,G38,DD,ZZ
BBA00000000001955,2021-08-01 17:18:00,F52,TX,CD
BBA00000000002083,2021-08-01 17:18:00,G08,DD,XA
BBA00000000001956,2021-08-01 17:19:00,G20,TX,ZZ
BBA00000000002084,2021-08-01 17:19:00,G38,DD,CD
BBA00000000001957,2021-08-01 17:20:00,G20,TX,CD
BBA00000000002085,2021-08-01 17:20:00,G08,DD,CD
BBA00000000001958,2021-08-01 17:21:00,F49,TX,XA
BBA00000000002086,2021-08-01 17:21:00,G08,DD,ZZ
BBA00000000001959,2021-08-01 17:22:00,F49,TX,CD
BBA00000000002087,2021-08-01 17:22:00,G38,DD,CD
BBA00000000001960,2021-08-01 17:23:00,F49,TX,ZZ
BBA00000000002088,2021-08-01 17:23:00,G38,DD,ZZ
BBA00000000001961,2021-08-01 17:24:00,G28,TX,XA
BBA00000000002089,2021-08-01 17:24:00,G08,DD,CD
BBA00000000001962,2021-08-01 17:25:00,F49,TX,CD
BBA00000000002090,2021-08-01 17:25:00,G08,DD,CD
BBA00000000002091,2021-08-01 17:26:00,G08,DD,ZZ
BBA00000000002096,2021-08-01 17:26:00,F49,TX,XA
BBA00000000002092,2021-08-01 17:27:00,G38,DD,XA
BBA00000000002097,2021-08-01 17:27:00,F49,TX,ZZ
BBA00000000002093,2021-08-01 17:28:00,G08,DD,XA
BBA00000000002098,2021-08-01 17:28:00,F52,TX,ZZ
BBA00000000002094,2021-08-01 17:29:00,G08,DD,CD
BBA00000000002099,2021-08-01 17:29:00,F49,TX,ZZ
BBA00000000002095,2021-08-01 17:30:00,G08,DD,CD
BBA00000000002100,2021-08-01 17:30:00,F49,TX,ZZ
BBA00000000002101,2021-08-01 17:31:00,G28,TX,XA
BBA00000000002318,2021-08-01 17:31:00,G38,DD,ZZ
BBA00000000002102,2021-08-01 17:32:00,G28,TX,CD
BBA00000000002319,2021-08-01 17:32:00,G08,DD,ZZ
BBA00000000002103,2021-08-01 17:33:00,F52,TX,XA
BBA00000000002320,2021-08-01 17:33:00,G38,DD,CD
BBA00000000002104,2021-08-01 17:34:00,G28,TX,CD
BBA00000000002321,2021-08-01 17:34:00,G08,DD,CD
BBA00000000002105,2021-08-01 17:35:00,G28,TX,CD
BBA00000000002322,2021-08-01 17:35:00,G08,DD,CD
BBA00000000002106,2021-08-01 17:36:00,F49,TX,CD
BBA00000000002323,2021-08-01 17:36:00,G08,DD,CD
BBA00000000002107,2021-08-01 17:37:00,F52,TX,CD
BBA00000000002324,2021-08-01 17:37:00,G38,DD,ZZ
BBA00000000002108,2021-08-01 17:38:00,F49,TX,CD
BBA00000000002325,2021-08-01 17:38:00,G38,DD,ZZ
BBA00000000002109,2021-08-01 17:39:00,G28,TX,CD
BBA00000000002326,2021-08-01 17:39:00,G38,DD,CD
BBA00000000002110,2021-08-01 17:40:00,F52,TX,ZZ
BBA00000000002327,2021-08-01 17:40:00,G38,DD,CD
BBA00000000002111,2021-08-01 17:41:00,G28,TX,XA
BBA00000000002328,2021-08-01 17:41:00,G08,DD,ZZ
BBA00000000002112,2021-08-01 17:42:00,G28,TX,ZZ
BBA00000000002329,2021-08-01 17:42:00,G08,DD,ZZ
BBA00000000002113,2021-08-01 17:43:00,G28,TX,CD
BBA00000000002330,2021-08-01 17:43:00,G08,DD,ZZ
BBA00000000002114,2021-08-01 17:44:00,G20,TX,CD
BBA00000000002331,2021-08-01 17:44:00,G38,DD,ZZ
BBA00000000002115,2021-08-01 17:45:00,G28,TX,ZZ
BBA00000000002332,2021-08-01 17:45:00,G38,DD,ZZ
BBA00000000002116,2021-08-01 17:46:00,G28,TX,CD
BBA00000000002333,2021-08-01 17:46:00,G38,DD,CD
BBA00000000002117,2021-08-01 17:47:00,G28,TX,ZZ
BBA00000000002334,2021-08-01 17:47:00,G08,DD,CD
BBA00000000002118,2021-08-01 17:48:00,F52,TX,ZZ
BBA00000000002335,2021-08-01 17:48:00,G38,DD,XA
BBA00000000002119,2021-08-01 17:49:00,F49,TX,CD
BBA00000000002336,2021-08-01 17:49:00,G08,DD,ZZ
BBA00000000002120,2021-08-01 17:50:00,F49,TX,XA
BBA00000000002337,2021-08-01 17:50:00,G08,DD,CD
BBA00000000002121,2021-08-01 17:51:00,G28,TX,XA
BBA00000000002338,2021-08-01 17:51:00,G38,DD,CD
BBA00000000002122,2021-08-01 17:52:00,F52,TX,CD
BBA00000000002339,2021-08-01 17:52:00,G38,DD,CD
BBA00000000002123,2021-08-01 17:53:00,G28,TX,ZZ
BBA00000000002340,2021-08-01 17:53:00,G08,DD,ZZ
BBA00000000002124,2021-08-01 17:54:00,F52,TX,CD
BBA00000000002341,2021-08-01 17:54:00,G08,DD,CD
BBA00000000002125,2021-08-01 17:55:00,F52,TX,ZZ
BBA00000000002342,2021-08-01 17:55:00,G08,DD,ZZ
BBA00000000002126,2021-08-01 17:56:00,F39,TX,XA
BBA00000000002343,2021-08-01 17:56:00,G38,DD,CD
BBA00000000002127,2021-08-01 17:57:00,F39,TX,CD
BBA00000000002344,2021-08-01 17:57:00,G38,DD,XA
BBA00000000002128,2021-08-01 17:58:00,F52,TX,XA
BBA00000000002345,2021-08-01 17:58:00,G38,DD,CD
BBA00000000002129,2021-08-01 17:59:00,F52,TX,XA
BBA00000000002346,2021-08-01 17:59:00,G38,DD,ZZ
BBA00000000002130,2021-08-01 18:00:00,G28,TX,XA
BBA00000000002347,2021-08-01 18:00:00,G38,DD,CD
BBA00000000002131,2021-08-01 18:01:00,F49,TX,CD
BBA00000000002348,2021-08-01 18:01:00,G08,DD,CD
BBA00000000002132,2021-08-01 18:02:00,F49,TX,CD
BBA00000000002349,2021-08-01 18:02:00,G38,DD,CD
BBA00000000002133,2021-08-01 18:03:00,F39,TX,XA
BBA00000000002350,2021-08-01 18:03:00,G38,DD,CD
BBA00000000002134,2021-08-01 18:04:00,G28,TX,CD
BBA00000000002351,2021-08-01 18:04:00,G38,DD,CD
BBA00000000002135,2021-08-01 18:05:00,F49,TX,CD
BBA00000000002352,2021-08-01 18:05:00,G38,DD,CD
BBA00000000002136,2021-08-01 18:06:00,F52,TX,CD
BBA00000000002353,2021-08-01 18:06:00,G08,DD,CD
BBA00000000002137,2021-08-01 18:07:00,F49,TX,XA
BBA00000000002354,2021-08-01 18:07:00,G08,DD,XA
BBA00000000002138,2021-08-01 18:08:00,G28,TX,CD
BBA00000000002355,2021-08-01 18:08:00,G08,DD,CD
BBA00000000002139,2021-08-01 18:09:00,G28,TX,CD
BBA00000000002356,2021-08-01 18:09:00,G08,DD,ZZ
BBA00000000002140,2021-08-01 18:10:00,G28,TX,ZZ
BBA00000000002357,2021-08-01 18:10:00,G08,DD,CD
BBA00000000002141,2021-08-01 18:11:00,G28,TX,CD
BBA00000000002358,2021-08-01 18:11:00,G08,DD,CD
BBA00000000002142,2021-08-01 18:12:00,F49,TX,ZZ
BBA00000000002359,2021-08-01 18:12:00,G38,DD,CD
BBA00000000002143,2021-08-01 18:13:00,G28,TX,ZZ
BBA00000000002360,2021-08-01 18:13:00,G08,DD,ZZ
BBA00000000002144,2021-08-01 18:14:00,F49,TX,CD
BBA00000000002361,2021-08-01 18:14:00,G08,DD,ZZ
BBA00000000002145,2021-08-01 18:15:00,G20,TX,XA
BBA00000000002362,2021-08-01 18:15:00,G08,DD,CD
BBA00000000002146,2021-08-01 18:16:00,G28,TX,CD
BBA00000000002363,2021-08-01 18:16:00,G08,DD,XA
BBA00000000002147,2021-08-01 18:17:00,F52,TX,CD
BBA00000000002364,2021-08-01 18:17:00,G38,DD,ZZ
BBA00000000002148,2021-08-01 18:18:00,G28,TX,ZZ
BBA00000000002365,2021-08-01 18:18:00,G08,DD,CD
BBA00000000002149,2021-08-01 18:19:00,G28,TX,ZZ
BBA00000000002366,2021-08-01 18:19:00,G38,DD,CD
BBA00000000002150,2021-08-01 18:20:00,F49,TX,CD
BBA00000000002367,2021-08-01 18:20:00,G38,DD,CD
BBA00000000002151,2021-08-01 18:21:00,G28,TX,CD
BBA00000000002368,2021-08-01 18:21:00,G08,DD,XA
BBA00000000002152,2021-08-01 18:22:00,F49,TX,CD
BBA00000000002369,2021-08-01 18:22:00,G38,DD,XA
BBA00000000002153,2021-08-01 18:23:00,F49,TX,CD
BBA00000000002370,2021-08-01 18:23:00,G38,DD,XA
BBA00000000002154,2021-08-01 18:24:00,G28,TX,CD
BBA00000000002371,2021-08-01 18:24:00,G08,DD,ZZ
BBA00000000002155,2021-08-01 18:25:00,G20,TX,CD
BBA00000000002372,2021-08-01 18:25:00,G38,DD,CD
BBA00000000002156,2021-08-01 18:26:00,G28,TX,CD
BBA00000000002373,2021-08-01 18:26:00,G38,DD,CD
BBA00000000002157,2021-08-01 18:27:00,G28,TX,CD
BBA00000000002374,2021-08-01 18:27:00,G08,DD,CD
BBA00000000002158,2021-08-01 18:28:00,F52,TX,CD
BBA00000000002375,2021-08-01 18:28:00,G08,DD,CD
BBA00000000002159,2021-08-01 18:29:00,G20,TX,CD
BBA00000000002376,2021-08-01 18:29:00,G08,DD,ZZ
BBA00000000002160,2021-08-01 18:30:00,F52,TX,ZZ
BBA00000000002377,2021-08-01 18:30:00,G38,DD,CD
BBA00000000002161,2021-08-01 18:31:00,G28,TX,CD
BBA00000000002378,2021-08-01 18:31:00,G08,DD,ZZ
BBA00000000002162,2021-08-01 18:32:00,F39,TX,CD
